F_UserName,User_nIdx,F_Comment,Comment_nIdx
松饼加炼乳,1399,法律上...除非你能定义到代码一摸一样，那基本不能判定抄袭。,3583
只有红茶可以妈,1821,[嘻嘻]这连pv镜头都抄的,3584
assassin乂,2195,你塞尔达多少游戏时长啊[感冒],3585
银白色的咲墨,978,对线也是要素质的，尽量骂人不要提三代比较好，不然给人一种米哈游玩家素质低下的感觉。,3586
银白色的咲墨,978,看视频说明不了什么，等游戏出了在评价吧,3587
黑猫DARCY,1794,不知道，反正看视频原神也有类似神庙的塔和收集元素,3588
银白色的咲墨,978,塞尔达核心是解密啊，原神怎么都不可能会抄解密的吧。,3589
jkdkdndmy,2540,笑了，米孝子[哈哈],3590
叶小凶丶,1684,道德上还是谴责的吧,3591
钱德乔伊罗斯看球赛,1699,育碧的渡神纪了解一下[可爱],3592
钱德乔伊罗斯看球赛,1699,难道就塞尔达是动画风？ 游戏主要还是看一下内容和细节是不是一样 见识短 谁更加愚蠢？ 以后这类动画风会越来越多的 但是也会有更加优秀的 塞尔达差不多是开端 你微信多少 我给你发5元去买几颗绿箭 嚼一嚼 再出来讲话[微笑][可爱],3593
Y口十子,7,来来来，你说哪些游戏？愚蠢真是可怕,3594
黑猫DARCY,1794,不是画风啊……画风不像，像的是游戏方法和元素，还有好多细节和塞尔达一摸一样[跪了],3595
松饼加炼乳,1399,自己去看判例，谢谢,3596
还是看看远方的雪山吧,839,然而玩了赛尔达一个星期了，是真的雷同，雷同的地方也太多了，我看着是挺尴尬的,3597
丨Mush丨,749,看到这种不要脸行为就当是发泄心情了。,3598
温州落魄商人黄某,1902,又看见你了，B站那边也是高强度对线，老哥辛苦了。,3599
你害想咋滴,463,有几个动作像可以是巧合 全部内容都你妈一个样了 还不是抄？ 你脑子没坏吧？,3600
一直用塞班不会玩安卓,418,但是火焰史莱姆被灭火后连尼玛上边的斑都一模一样就改了俩眼睛[允悲],3601
WarfarinAnalogue,498,如果是玩法的话应该也没办法抄，法律层面上是没问题的，就是pv一眼看上去相似到让玩家难以接受吧,3602
吃了萤火虫会发光吗,667,我觉得这个pv真挺过分的，感觉和之前塞尔达的pv差不多了都[二哈],3603
Alyssa的糖果,2148,pv应该是炒热度，等开服就知道具体怎么回事了，我想应该不至于和塞尔达很像，因为像塞尔达那样很难做的,3604
Alyssa的糖果,2148,pv应该是个碰瓷pv吧，我觉得如果真能做出塞尔达那种和草地互动燃烧米忽悠就厉害了，我猜pv里面燃烧草地是技能效果（灼烧debuff 领域）之类的[思考],3605
WarfarinAnalogue,498,？很多元素都超级像啊…pv里那个波克布林和守护者即视感…包括地图感觉都很像,3606
吃了萤火虫会发光吗,667,我也玩啊但是这个游戏，什么燃烧草原都要抄是不是过分了点啊，神兽也搞的像，动作也是，更不要说pv了,3607
想香香的日日夜夜,575,pv跟塞尔达一模一样,3608
想要有只喵小,1295,[doge]一名老年风行者路过 虽然几年没玩了[允悲],3609
有时或,943,是啊Dn国服基本黄了[跪了]老狗也是新职业才回去练满级哭了。果子...流下第一个职业的眼泪[跪了],3610
Alyssa的糖果,2148,对啊，塞尔达风格的dn的既视感，可惜玩过dn的人少，觉得射箭和塞尔达一样，  其实和dn果子也很像就是了,3611
有时或,943,[跪了]他这个内容相似度不提，只是pv镜头那些真的巨像当时塞尔达的pv，就是那种节奏点。然后战斗技能，，我一个dn老狗看着就愤怒[摊手],3612
Face是什么,1657,你瞎吧？日系风格就叫像？碧蓝幻想什么时候能像塞尔达了？,3613
Face是什么,1657,不知道你是真傻还是假傻，难道要把所有画风、地图、创意、系统、动作、玩法，全抄个遍才叫抄袭？？？这pv多少地方抄了？还洗？,3614
Alyssa的糖果,2148,对于你这样没素质的人我不想多说什么,3615
lkx3377456,19,别乱喷啊，这明明是塞尔达的mod，哪来的抄袭[二哈],3616
健身房常驻混子,1423,600个小时说这个不算抄袭塞尔达，行吧,3617
夏姬八砍,1040,然后崩3氪金系统复制进原神[二哈],3618
momomoheiv,1484,还抄了龙之谷？？？,3619
穿拖鞋的烟,381,我还说隔壁王嫂像你妈呢！,3620
阳光下一清盏,1925,六百小时的大大，你告诉我，这滑翔伞算不算抄?,3621
BloodAshen,2253,有那么笨的抄袭者吗，代码都一模一样，还有法律上还是有定义什么是抄袭的，明确表示“保护表达但不保护思想”,3622
Alyssa的糖果,2148,谢谢[太开心],3623
憨憨白莲勿扰,1921,你怎么那么骚,3624
憨憨白莲勿扰,1921,顶住为你打call,3625
Alyssa的糖果,2148,是的,3626
憨憨白莲勿扰,1921,真的很烦,3627
憨憨白莲勿扰,1921,只希望不要有暴躁老哥来怼人,3628
松饼加炼乳,1399,想告就去告咯....要不你们先提起诉讼先？,3629
Alyssa的糖果,2148,我两个都玩过我感觉就是龙之谷的模式加上塞尔达的一些设计,3630
憨憨白莲勿扰,1921,没玩过塞尔达，什么也不敢说。什么也不敢问,3631
Alyssa的糖果,2148,是的，而且主题好像还是打龙的样子,3632
憨憨白莲勿扰,1921,玩过龙之谷，职业什么的像,3633
Alyssa的糖果,2148,额，最后一张好像没看到过，确实很像守护者的样子,3634
Alyssa的糖果,2148,你要看图吗，我虽然玩手游，但是主机游戏我也玩很多，只不过不喜欢发微博罢了，到底是不是云我问心无愧,3635
我妈说学做人要先听核,1480,有ns再说吧？微博里全是崩坏三阴阳师你跟我说你塞尔达600h？云玩家反串开始了,3636
龙猫放弃涮羊肉,1020,hhhhhhhhhh，而且任天堂真要告还不一定能告赢，这pv都在打擦边球，大家心知肚明就好了，米忽悠在这里碰瓷营销呢[doge],3637
灏帅,2376,那就行[挤眼]安心玩喽,3638
Alyssa的糖果,2148,好吧，我措辞不当，我意思是看pv感觉玩法像龙之谷，我自己转发抽奖就说有龙之谷加塞尔达的感觉的，没说一点不像，其实有些人说游泳动作啥的，我觉得游泳动作都做的像只狼一样也太鬼畜了[允悲],3639
龙猫放弃涮羊肉,1020,塞尔达最牛批！（破音），确实也像龙之谷，我觉得是把这俩游戏合起来了，要把塞尔达完全照搬是不可能的，毕竟很难超越，但你不能说这就是画风一样而已，因为某些场景抄了这点我觉得没跑了，比如这pv最后那个桥，真得太像有人在上面拦着我跳桥的莫约里桥了[允悲],3640
Alyssa的糖果,2148,你们可以去看见龙之谷的黑龙，建模都是有点像的,3641
Alyssa的糖果,2148,不好意思，看错了，我去找点龙之谷的看看,3642
Alyssa的糖果,2148,确实，因为游戏还没出来，这个pv做成这样米忽悠是否有心未可知，不过我是真的觉得很像龙之谷，因为想做成塞尔达那样到底多难，玩过塞尔达的玩家心里应该知道,3643
Alyssa的糖果,2148,塞尔达属性元素互动是用武器之类的达成，这个我没看错应该是技能之类的，你们可以去看下龙之谷，可惜龙之谷一个过气老游戏没人知道[允悲],3644
龙猫放弃涮羊肉,1020,因为大家说的都是pv，还有些场景相似，没说玩法，游戏还没出谁知道他玩法到底是什么样，有没有像开塔开神庙打神兽解迷宫找呀哈哈这样的内容，现在都是单从pv上谈的，确实有些地方很像了,3645
Alyssa的糖果,2148,你觉得战斗，游戏玩法不一样叫一样吗，看样子没有林克时间和一些特殊玩法的样子[思考],3646
龙猫放弃涮羊肉,1020,你这段话吓得我把我的塞尔达打开看了看，我以为我玩得是假的，它俩只有画风一样[二哈],3647
Alyssa的糖果,2148,米忽悠要能抄成这个，他可厉害坏了[微笑],3648
xch艾讴,1071,别被米忽悠的人看到 否则下个pv就有这幕,3649
Alyssa的糖果,2148,是的，塞尔达我觉得封神的原因绝对是他的玩法，我永远都记得自己第一次玩塞尔达乱爬探索遇到了第一个人马时候被高射的雷箭打死的时候，这种随机自由的探索是别的游戏学不来的,3650
路向南MR,558,我没有跟风，晒照片就想说我玩过塞尔达，我看宣传视频确实很像。感觉抄袭风很过分。说他抄袭不亏他,3651
xch艾讴,1071,就这个pv除了队友多一点 我没感受到什么其他的游戏体验 也没感受到什么游戏玩法 塞尔达的游戏体验的确是自由和探索集大成者 如果我是开发者 我认为这恰恰是需要被抄袭的地方,3652
Alyssa的糖果,2148,我没说不可以啊，表达自己的看法罢了，我只是看不惯云玩家跟风罢了，我也没说不抄，只是觉的核心玩法像龙之谷，没问题吧？,3653
路向南MR,558,那我只想说我玩过，我感觉很像！,3654
Alyssa的糖果,2148,没有维护抄袭，只是觉得更像龙之谷懂了吗？,3655
Alyssa的糖果,2148,我只是觉得云玩家太多，我觉得玩过塞尔达的都会觉得核心玩法不一样的，倒是没想到也有些塞尔达玩家有不同的看法，不否认有些抄袭地方，但是本质不是一样的东西，塞尔达对我来说完全是一种全新的游戏体验，而这个游戏只是普通的RPG网游罢了,3656
路向南MR,558,我说的剧情抄袭并不是全部剧情抄袭。比如里面的叫醒环节，然后到环视场景这不是？很不懂你为啥要维护一个抄袭 这有利于国家的创新发展？为什么都说他抄袭，自己不能想一下，那么多日式游戏为什么直说他抄袭？,3657
Alyssa的糖果,2148,你也不赖,3658
xch艾讴,1071,评论区有人发过图 nga也有人举例 选择性失明我也没办法 龙之谷 塞尔达我都玩过 但是第一印象就是和荒野之息太像 可能没有600小时眼拙区分不出两者差别,3659
Alyssa的糖果,2148,你非要说剧情抄，塞尔达解放四神兽救公主，历来剧情，哪里抄？,3660
Alyssa的糖果,2148,一个动作游戏，你说看战斗动作还是跑步动作？我说动作像龙之谷不行吗？哪里像塞尔达？,3661
你一笑如花,1539,你的脑回路可真清奇啊,3662
xch艾讴,1071,模型和动作难道不是核心的一部分? 要是你说玩法 吃鸡类游戏多少？ h1z1一家家告过去?,3663
路向南MR,558,神逻辑,3664
路向南MR,558,对，你怎么不比一根一根的草。这里面的草的数量跟塞尔达不一样所以不是同一款游戏,3665
Alyssa的糖果,2148,这点看不出什么剧情，而且这是个网游，会不会只有四个boss我我觉得应该不止，伞飞我没看，我只看到头发，而且在空中似乎可以加速的样子,3666
路向南MR,558,你都不玩游戏么？四神兽，伞飞，剧情。那么多元素一起撞上去，还是动漫视角？,3667
Alyssa的糖果,2148,歌的核心就是词和曲，当然不能抄，塞尔达的核心难道不是玩法了吗,3668
Alyssa的糖果,2148,动漫里面这种视角好多的，日式视角，瞭望点啊，你们都不看动漫的吗？,3669
xch艾讴,1071,玩法不一样就不叫抄袭? 一首歌 曲子不一样 词一样算不算抄袭 词一样曲子不一样算不算抄袭？,3670
路向南MR,558,抄袭,3671
Alyssa的糖果,2148,终于有个明白人了，赛尔达如果能抄的了模式那就不是塞尔达了[鼓掌],3672
Alyssa的糖果,2148,那随便喽，反正我觉得塞尔达还真没人能抄的了[摊手]，我倒是很希望这游戏能成为我龙之谷之后的一个期待罢了,3673
奈礼_谏山创我日你先人,859,他pv里应该是参考塞尔达的互动性 玩法再咋抄也抄不了塞尔达,3674
Alyssa的糖果,2148,游戏模式根本都不一样，抄不抄那得看老任觉不觉得抄了，说抄袭还不如去看看某场的捉妖游戏呢,3675
薛定谔的摸鱼佬,2577,吼吼吼[嘻嘻][嘻嘻][嘻嘻]我也没玩啊  300块钱的塞尔达毕竟你手游玩家买不起嘛,3676
Alyssa的糖果,2148,如果你觉得，你这300个小时塞尔达就只值射箭，游泳，攀爬，那我也无话可说，120个神庙的设计，全自由的探索，还有时停之类的，塞尔达的物理引擎都被你吞了吧,3677
Alyssa的糖果,2148,那些游泳什么动作我就不说了，这种想原创也很难，但是你射箭怕不是没玩过龙之谷，建议你去看看龙之谷技能视频再说吧，塞尔达也只有不同的箭有特殊效果，而从这段视频看来，射箭只是龙之谷那种技能效果罢了,3678
Alyssa的糖果,2148,说洗地的你玩过塞尔达？不要贬低塞尔达了好吗？,3679
太空报纸,2116,我抄我有理嗷[嘻嘻],3680
寒冰长夜,1742,就看他们玩什么花样，开放世界，如果把塞尔达全抄就牛逼，但这画风每个制作公司都不一样,3681
petalchaser,738,6字真言，收了多少钱[嘻嘻],3682
凌驾了所有的西风,708,不是玩不玩，玩的话不滚，不玩的话滚的问题。这pv里面展示的内容，战斗方式，剧情，光影…各种元素…以至于这个pv本身…都像极了塞尔达的pv…,3683
DDDDDlno,186,对，有相似也有差异。可能是内行（游戏制作）看门道，外行看热闹。所以大部分玩家肯定只着眼于抄袭。如果是时间付费的网游的话，我还是可以接受的，mmorpg。不过这游戏现在看上去应该只是单机，期待下,3684
小鸟游夏,1189,看到有人喷你我就放心了,3685
小鸟游夏,1189,别暴躁 不是玩不玩的问题,3686
DDDDDlno,186,可以把背景图叠起来看看具体是抄了多少，抄是肯定抄的，没人否认。角色设计我觉得可以,3687
普通少年林克,676,你妈要几分熟的，直说吧[嘻嘻],3688
囊同学的老父亲,321,光人物动作行为和分镜应该是界定不了的。从其他部分来看人物和生物与野吹外形不同，pv剩余部分也展现了足够差异，任天堂八成是追究不到的，米哈游这种动作抄袭专业户对于这种东西肯定比我们了解的多。,3689
